caseid,age,sex,fulltime_emp,phys_challenge,sleep,homework,socializing
20160908160855,18,Female,Part time,No difficulty,653,0,210
20160908160858,69,Female,No answer,No difficulty,335,0,265
20160908160863,50,Female,No answer,No difficulty,420,0,725
20160908160866,39,Female,Full time,No difficulty,480,0,15
20160908160875,35,Female,No answer,No difficulty,840,0,180
20160908160876,71,Female,No answer,Has difficulty,480,0,255
20160908160877,16,Female,No answer,No difficulty,660,0,640
20160908160879,76,Female,No answer,No difficulty,530,0,335
20160908160890,77,Female,Part time,No difficulty,420,0,314
20160908160892,39,Female,Full time,No difficulty,505,0,0
20160908160896,69,Male,No answer,No difficulty,600,0,390
20160908160899,43,Female,No answer,No difficulty,510,0,208
20160908160903,42,Female,Full time,No difficulty,392,0,109
20160908160904,50,Male,Full time,No difficulty,498,0,452
20160908160905,52,Male,Full time,Has difficulty,615,0,308
20160908160907,62,Male,Part time,No difficulty,642,0,30
20160908160908,80,Male,No answer,Has difficulty,570,0,715
20160908160911,60,Male,No answer,No difficulty,340,0,1004
20160908160912,76,Male,No answer,No difficulty,420,0,710
20160908160913,24,Female,Full time,No difficulty,480,0,90
20160908160916,75,Male,No answer,No difficulty,480,0,270
20160908160924,35,Male,Full time,No difficulty,539,0,210
20160908160928,22,Male,Full time,No difficulty,635,0,45
20160908160930,16,Male,No answer,No difficulty,525,0,500
20160908160933,34,Female,Full time,No difficulty,600,0,0
20160908160934,27,Male,Full time,No difficulty,270,0,372
20160908160936,47,Female,Part time,No difficulty,772,0,264
20160908160941,46,Male,Full time,No difficulty,450,0,255
20160908160943,75,Female,No answer,No difficulty,510,0,150
20160908160944,55,Female,No answer,No difficulty,600,0,690
20160908160952,40,Male,Full time,No difficulty,410,0,20
20160908160962,68,Female,Full time,Has difficulty,495,0,60
20160908160964,46,Male,Full time,No difficulty,375,0,45
20160908160966,50,Male,Full time,No difficulty,330,0,290
20160908160967,63,Male,No answer,Has difficulty,685,0,675
20160908160973,49,Female,No answer,No difficulty,510,0,395
20160908160977,35,Female,Full time,No difficulty,515,0,269
20160908160979,36,Male,Full time,No difficulty,504,0,280
20160908160991,70,Female,No answer,No difficulty,495,0,250
20160908160994,29,Female,Full time,No difficulty,585,0,192
20160908161005,23,Female,Part time,No difficulty,555,120,345
20160908161007,60,Male,Part time,No difficulty,300,0,325
20160908161011,36,Female,Full time,No difficulty,274,0,287
20160908161018,48,Male,Full time,No difficulty,670,0,420
20160908161023,79,Male,No answer,No difficulty,510,0,295
20160908161030,45,Male,Full time,No difficulty,690,0,225
20160908161033,25,Female,Full time,No difficulty,390,0,420
20160908161044,39,Female,Part time,No difficulty,510,0,150
20160908161046,80,Male,Part time,No difficulty,420,0,353
20160908161047,47,Male,Full time,No difficulty,480,0,55
20160908161054,42,Male,Full time,No difficulty,605,0,180
20160908161056,27,Female,Full time,No difficulty,765,60,273
20160908161057,27,Male,Full time,No difficulty,525,0,285
20160908161067,37,Female,No answer,No difficulty,580,0,80
20160908161068,49,Female,Part time,No difficulty,795,0,120
20160908161075,32,Female,Full time,No difficulty,555,0,400
20160908161076,41,Female,Full time,No difficulty,440,0,0
20160908161079,27,Female,Full time,No difficulty,570,0,640
20160908161080,52,Female,Part time,No difficulty,780,0,360
20160908161083,75,Male,No answer,No difficulty,360,0,517
20160908161086,60,Male,Full time,No difficulty,370,0,255
20160908161093,42,Female,No answer,No difficulty,680,0,80
20160908161099,37,Female,No answer,No difficulty,510,0,450
20160908161109,71,Male,Full time,No difficulty,465,0,300
20160908161112,23,Male,Full time,No difficulty,500,0,295
20160908161123,62,Female,No answer,No difficulty,420,0,690
20160908161131,79,Female,No answer,No difficulty,675,0,350
20160908161143,63,Female,No answer,No difficulty,600,0,505
20160908161145,51,Male,Part time,Has difficulty,490,0,180
20160908161154,45,Male,Full time,No difficulty,450,0,310
20160908161155,42,Female,Full time,No difficulty,310,0,594
20160908161161,42,Female,Part time,No difficulty,600,0,395
20160908161167,38,Male,Part time,No difficulty,600,0,420
20160908161168,60,Female,Full time,No difficulty,660,0,135
20160908161170,42,Female,Full time,No difficulty,345,0,0
20160908161173,55,Female,Full time,No difficulty,520,0,415
20160908161178,44,Female,Full time,No difficulty,410,0,200
20160908161183,65,Female,No answer,Has difficulty,480,0,800
20160908161184,62,Male,No answer,Has difficulty,735,0,195
20160908161187,46,Male,Full time,No difficulty,450,0,314
20160908161197,25,Male,Full time,No difficulty,720,0,345
20160908161199,58,Female,Full time,No difficulty,660,0,270
20160908161201,80,Male,No answer,No difficulty,630,0,522
20160908161205,24,Female,Full time,No difficulty,540,0,100
20160908161207,75,Female,No answer,No difficulty,480,0,145
20160908161208,38,Male,Full time,No difficulty,630,0,170
20160908161214,73,Male,No answer,No difficulty,630,0,630
20160908161218,60,Male,No answer,No difficulty,580,0,345
20160908161228,38,Female,Full time,No difficulty,570,0,475
20160908161229,68,Female,No answer,No difficulty,600,0,340
20160908161242,52,Male,Full time,No difficulty,480,0,572
20160908161245,65,Female,No answer,No difficulty,600,0,360
20160908161246,60,Male,Part time,No difficulty,540,0,45
20160908161247,45,Male,Full time,No difficulty,420,0,92
20160908161253,74,Female,No answer,Has difficulty,878,0,198
20160908161270,75,Male,No answer,Has difficulty,555,0,205
20160908161271,65,Male,Full time,No difficulty,510,0,95
20160908161272,23,Female,Full time,No difficulty,875,0,60
20160908161273,85,Female,No answer,Has difficulty,495,0,180
20160908161277,32,Male,Full time,No difficulty,771,0,315
20160908161278,37,Female,No answer,No difficulty,360,72,68
20160908161281,74,Female,No answer,Has difficulty,390,0,870
20160908161285,31,Female,Full time,No difficulty,530,0,260
20160908161289,42,Female,Full time,No difficulty,480,0,470
20160908161292,65,Female,No answer,No difficulty,600,0,680
20160908161293,32,Female,Full time,No difficulty,570,0,426
20160908161302,47,Female,Full time,No difficulty,570,0,238
20160908161308,27,Male,Full time,No difficulty,570,0,755
20160908161315,59,Male,Full time,No difficulty,440,0,202
20160908161316,77,Male,No answer,Has difficulty,570,0,833
20160908161319,45,Male,Full time,No difficulty,450,0,210
20160908161320,49,Male,Full time,No difficulty,510,0,160
20160908161321,39,Male,Full time,No difficulty,650,0,350
20160908161329,15,Female,No answer,No difficulty,450,210,0
20160908161335,49,Female,Full time,No difficulty,400,0,510
20160908161340,52,Male,Full time,No difficulty,450,0,120
20160908161345,40,Female,No answer,No difficulty,487,0,341
20160908161347,47,Female,Full time,No difficulty,325,0,80
20160908161355,73,Female,Full time,No difficulty,510,0,350
20160908161358,55,Female,Full time,No difficulty,515,0,90
20160908161361,32,Male,Full time,No difficulty,423,0,265
20160908161364,33,Male,Full time,No difficulty,510,0,170
20160908161372,35,Male,Full time,No difficulty,665,0,210
20160908161376,74,Male,No answer,No difficulty,555,0,140
20160908161382,31,Male,Full time,No difficulty,550,0,180
20160908161387,61,Male,No answer,Has difficulty,1005,0,390
20160908161390,54,Male,Full time,No difficulty,720,0,509
20160908161391,77,Female,No answer,No difficulty,662,0,148
20160908161398,56,Male,No answer,No difficulty,630,0,500
20160908161400,37,Male,Full time,No difficulty,510,0,168
20160908161404,29,Female,Full time,No difficulty,598,90,81
20160908161405,46,Male,Full time,No difficulty,180,0,180
20160908161408,57,Female,No answer,No difficulty,120,0,1263
20160908161410,64,Female,Full time,No difficulty,420,0,120
20160908161412,51,Female,Full time,Has difficulty,450,0,105
20160908161416,47,Female,Full time,No difficulty,600,0,705
20160908161418,67,Male,Part time,No difficulty,420,0,415
20160908161419,56,Female,Full time,No difficulty,675,0,380
20160908161423,37,Female,No answer,No difficulty,470,0,150
20160908161427,67,Female,No answer,Has difficulty,390,0,420
20160908161433,38,Female,No answer,No difficulty,600,0,305
20160908161440,36,Male,Full time,No difficulty,150,0,0
20160908161441,29,Male,Full time,No difficulty,485,0,375
20160908161447,64,Female,No answer,No difficulty,390,0,675
20160908161450,32,Male,Full time,No difficulty,780,0,360
20160908161451,43,Male,Full time,No difficulty,505,0,70
20160908161455,22,Male,Full time,No difficulty,300,0,505
20160908161457,19,Male,Full time,No difficulty,630,0,470
20160908161462,67,Male,Full time,No difficulty,405,0,120
20160908161463,68,Female,No answer,No difficulty,330,0,600
20160908161464,16,Female,No answer,No difficulty,480,463,30
20160908161466,68,Male,No answer,No difficulty,375,0,585
20160908161470,56,Female,Full time,No difficulty,405,0,235
20160908161471,36,Male,Full time,No difficulty,345,0,55
20160908161474,37,Male,Full time,No difficulty,660,0,524
20160908161478,66,Male,Full time,No difficulty,550,0,45
20160908161479,58,Male,No answer,No difficulty,360,0,550
20160908161481,44,Male,Full time,No difficulty,480,0,125
20160908161484,53,Female,No answer,No difficulty,680,0,470
20160908161485,62,Male,Full time,No difficulty,590,0,435
20160908161491,52,Female,Full time,No difficulty,240,0,408
20160908161495,15,Female,Part time,No difficulty,680,0,120
20160908161496,67,Female,Part time,No difficulty,330,0,655
20160908161504,59,Female,Full time,No difficulty,360,0,255
20160908161505,54,Male,Full time,No difficulty,401,0,90
20160908161513,39,Female,Full time,No difficulty,535,0,60
20160908161515,23,Female,No answer,No difficulty,475,0,253
20160908161516,63,Female,Part time,No difficulty,720,0,330
20160908161520,47,Male,Full time,No difficulty,450,0,235
20160908161527,48,Male,Full time,No difficulty,465,0,280
20160908161529,85,Male,Part time,No difficulty,360,0,1060
20160908161533,76,Female,Part time,No difficulty,605,0,530
20160908161534,54,Female,Full time,No difficulty,547,0,360
20160908161538,60,Female,Full time,No difficulty,480,0,279
20160908161539,43,Female,Full time,No difficulty,480,0,210
20160908161541,44,Male,Full time,No difficulty,596,0,60
20160908161544,58,Male,Part time,No difficulty,417,0,300
20160908161560,33,Male,Part time,No difficulty,362,0,669
20160908161566,45,Male,No answer,Has difficulty,705,0,180
20160908161575,61,Female,Full time,No difficulty,720,0,185
20160908161579,36,Male,Full time,No difficulty,685,0,0
20160908161581,42,Female,Full time,No difficulty,465,0,85
20160908161584,85,Female,No answer,Has difficulty,590,0,295
20160908161589,53,Male,No answer,No difficulty,450,0,876
20160908161595,52,Male,Full time,No difficulty,408,0,305
20160908161600,36,Female,No answer,No difficulty,565,0,210
20160908161601,62,Male,Full time,Has difficulty,660,0,360
20160908161602,62,Female,No answer,Has difficulty,690,0,360
20160908161603,41,Female,Part time,No difficulty,487,0,302
20160908161604,69,Male,Part time,No difficulty,468,0,311
20160908161608,56,Male,Full time,No difficulty,990,0,170
20160908161610,35,Male,Full time,No difficulty,590,0,405
20160908161616,46,Male,Full time,No difficulty,390,0,210
20160908161618,30,Female,Full time,No difficulty,510,0,540
20160908161620,44,Female,Full time,No difficulty,495,0,135
20160908161622,79,Female,No answer,No difficulty,555,0,460
20160908161623,80,Female,No answer,Has difficulty,770,0,425
20160908161624,33,Male,Full time,No difficulty,465,0,155
20160908161633,30,Female,Part time,No difficulty,450,550,90
20160908161637,85,Male,No answer,Has difficulty,625,0,300
20160908161643,72,Female,No answer,No difficulty,659,0,345
20160908161652,27,Female,Full time,No difficulty,343,270,30
20160908161658,61,Male,Full time,No difficulty,600,0,480
20160908161660,69,Male,Full time,No difficulty,405,0,225
20160908161664,37,Female,Full time,No difficulty,670,0,240
20160908161665,74,Male,No answer,No difficulty,600,0,435
20160908161672,75,Male,No answer,Has difficulty,390,0,180
20160908161674,44,Female,Full time,No difficulty,730,0,360
20160908161675,36,Male,Full time,No difficulty,520,0,458
20160908161677,31,Male,Full time,No difficulty,385,0,90
20160908161681,65,Female,No answer,No difficulty,595,0,413
20160908161683,55,Female,Full time,No difficulty,565,0,25
20160908161684,16,Female,No answer,No difficulty,600,60,350
20160908161689,34,Female,No answer,No difficulty,435,0,240
20160908161693,17,Female,Part time,No difficulty,960,120,180
20160908161698,24,Female,No answer,No difficulty,645,0,280
20160908161705,79,Male,No answer,No difficulty,525,0,720
20160908161716,30,Female,Full time,No difficulty,660,0,330
20160908161720,38,Female,Full time,No difficulty,590,0,240
20160908161722,57,Male,Full time,No difficulty,570,0,625
20160908161724,39,Male,Part time,No difficulty,480,0,878
20160908161728,37,Female,Part time,No difficulty,723,0,140
20160908161732,54,Female,No answer,No difficulty,785,0,180
20160908161737,32,Male,Full time,No difficulty,590,0,0
20160908161743,18,Male,Part time,No difficulty,637,0,115
20160908161746,58,Male,Full time,No difficulty,450,0,656
20160908161748,57,Female,No answer,No difficulty,565,0,225
20160908161749,43,Male,Full time,No difficulty,635,0,370
20160908161751,39,Female,Part time,No difficulty,420,0,90
20160908161753,55,Female,Full time,No difficulty,510,0,87
20160908161755,43,Female,Part time,No difficulty,450,0,405
20160908161758,35,Female,Part time,No difficulty,590,0,60
20160908161760,70,Female,No answer,No difficulty,555,0,220
20160908161764,56,Female,Full time,No difficulty,660,0,441
20160908161768,58,Female,No answer,Has difficulty,720,0,353
20160908161773,48,Female,Full time,No difficulty,320,0,110
20160908161775,27,Female,No answer,No difficulty,480,0,152
20160908161777,39,Female,Full time,No difficulty,792,0,200
20160908161779,85,Male,No answer,No difficulty,450,0,390
20160908161782,59,Female,Part time,No difficulty,810,0,50
20160908161786,36,Male,Full time,No difficulty,415,0,129
20160908161791,51,Female,Full time,No difficulty,60,0,30
20160908161792,53,Female,Full time,No difficulty,300,0,0
20160908161796,38,Female,Full time,No difficulty,420,0,75
20160908161797,48,Female,Part time,No difficulty,532,0,74
20160908161799,48,Female,No answer,No difficulty,430,0,70
20160908161803,51,Female,Full time,No difficulty,540,0,265
20160908161805,36,Male,Full time,No difficulty,450,0,0
20160908161806,47,Female,Part time,No difficulty,440,0,85
20160908161809,68,Female,No answer,No difficulty,400,0,300
20160908161813,56,Male,No answer,No difficulty,495,90,115
20160908161814,57,Female,Full time,No difficulty,479,0,40
20160908161818,64,Female,No answer,No difficulty,600,0,537
20160908161819,25,Male,Full time,No difficulty,495,0,75
20160908161826,43,Male,Full time,No difficulty,690,0,500
20160908161827,64,Female,Part time,No difficulty,610,0,355
20160908161828,73,Female,No answer,No difficulty,480,0,300
20160908161831,85,Female,No answer,No difficulty,550,0,225
20160908161835,31,Female,Full time,No difficulty,435,0,15
20160908161847,69,Male,No answer,No difficulty,360,0,700
20160908161849,80,Male,No answer,No difficulty,450,0,330
20160908161852,64,Female,Full time,No difficulty,600,0,120
20160908161854,40,Male,Full time,No difficulty,500,0,210
20160908161857,16,Female,No answer,No difficulty,815,0,10
20160908161867,63,Female,No answer,No difficulty,450,0,535
20160908161868,54,Male,Full time,No difficulty,960,0,275
20160908161869,77,Female,No answer,Has difficulty,947,0,450
20160908161875,70,Female,No answer,No difficulty,450,0,730
20160908161877,67,Male,No answer,No difficulty,480,0,560
20160908161884,39,Male,Full time,No difficulty,420,0,50
20160908161887,60,Male,Full time,No difficulty,480,0,420
20160908161889,40,Male,Full time,No difficulty,400,0,45
20160908161894,52,Female,Part time,No difficulty,495,0,195
20160908161898,62,Female,Full time,No difficulty,420,0,110
20160908161899,38,Female,Full time,No difficulty,315,0,30
20160908161908,34,Male,Full time,No difficulty,480,0,455
20160908161910,45,Male,Full time,No difficulty,495,0,885
20160908161918,80,Female,No answer,No difficulty,690,0,330
20160908161921,73,Female,No answer,Has difficulty,665,0,330
20160908161925,16,Female,No answer,No difficulty,570,120,190
20160908161932,80,Female,No answer,No difficulty,540,0,495
20160908161940,20,Female,Part time,No difficulty,495,0,0
20160908161941,80,Male,Part time,No difficulty,480,0,640
20160908161945,66,Male,No answer,No difficulty,540,0,495
20160908161947,80,Female,No answer,No difficulty,420,0,440
20160908161952,42,Male,Full time,No difficulty,600,0,360
20160908161957,48,Male,Full time,No difficulty,449,0,71
20160908161958,80,Female,No answer,Has difficulty,480,0,335
20160908161959,31,Male,No answer,No difficulty,420,0,167
20160908161960,71,Female,No answer,Has difficulty,360,0,360
20160908161962,56,Male,Full time,No difficulty,360,0,685
20160908161967,68,Female,No answer,No difficulty,505,0,435
20160908161971,51,Female,Full time,No difficulty,480,0,356
20160908161975,27,Female,Full time,No difficulty,125,0,420
20160908161977,71,Female,Part time,No difficulty,600,0,180
20160908161988,38,Male,No answer,No difficulty,690,0,420
20160908161989,34,Female,Full time,No difficulty,420,60,120
20160908161990,62,Male,Full time,Has difficulty,480,0,105
20160908161995,65,Male,Full time,No difficulty,439,0,220
20160908161996,46,Female,Full time,No difficulty,540,0,240
20160908161998,59,Male,No answer,No difficulty,540,0,75
20160908162002,32,Male,Full time,No difficulty,690,0,480
20160908162003,58,Female,No answer,No difficulty,550,0,445
20160908162010,42,Female,Full time,No difficulty,510,0,100
20160908162014,60,Male,Part time,No difficulty,462,0,120
20160908162015,37,Female,Full time,No difficulty,570,0,110
20160908162022,73,Male,No answer,No difficulty,537,0,785
20160908162024,59,Female,No answer,Has difficulty,495,0,510
20160908162027,48,Male,Full time,No difficulty,600,0,480
20160908162034,15,Female,No answer,No difficulty,600,390,270
20160908162042,41,Female,Full time,No difficulty,438,0,160
20160908162049,20,Male,Full time,No difficulty,705,0,30
20160908162053,73,Female,No answer,No difficulty,540,0,550
20160908162055,60,Female,No answer,Has difficulty,705,0,305
20160908162056,43,Male,Full time,No difficulty,420,0,0
20160908162057,69,Male,No answer,Has difficulty,280,0,685
20160908162065,26,Male,Full time,No difficulty,585,0,379
20160908162066,64,Male,No answer,Has difficulty,623,0,510
20160908162069,61,Female,No answer,No difficulty,545,0,625
20160908162071,28,Female,No answer,No difficulty,540,0,150
20160908162076,30,Male,Full time,No difficulty,780,0,150
20160908162077,63,Female,Part time,No difficulty,555,0,250
20160908162090,78,Male,No answer,No difficulty,490,0,383
20160908162093,58,Female,Full time,No difficulty,265,0,30
20160908162097,36,Female,No answer,Has difficulty,630,0,120
20160908162102,33,Female,No answer,Has difficulty,445,0,75
20160908162106,46,Female,Full time,No difficulty,565,0,60
20160908162112,40,Female,Full time,No difficulty,555,0,185
20160908162118,51,Male,Full time,No difficulty,420,0,30
20160908162120,74,Male,Part time,Has difficulty,600,0,454
20160908162121,15,Female,No answer,No difficulty,390,30,330
20160908162124,43,Male,No answer,Has difficulty,540,0,470
20160908162127,53,Male,Full time,No difficulty,410,0,332
20160908162128,71,Male,No answer,No difficulty,480,0,220
20160908162133,25,Male,No answer,No difficulty,630,270,220
20160908162139,31,Male,Full time,No difficulty,425,0,265
20160908162141,49,Female,Full time,No difficulty,510,0,120
20160908162144,53,Male,No answer,Has difficulty,675,0,700
20160908162154,64,Female,No answer,No difficulty,525,0,380
20160908162158,65,Male,Full time,No difficulty,515,0,355
20160908162159,61,Male,No answer,Has difficulty,570,0,550
20160908162162,50,Male,Full time,No difficulty,450,0,185
20160908162163,63,Male,Full time,No difficulty,495,0,300
20160908162165,62,Male,Full time,No difficulty,570,0,452
20160908162177,23,Male,Full time,No difficulty,525,0,270
20160908162178,37,Male,Full time,No difficulty,465,0,128
20160908162181,80,Female,No answer,Has difficulty,900,0,395
20160908162182,59,Male,Full time,No difficulty,600,0,677
20160908162188,48,Female,Full time,No difficulty,390,0,510
20160908162191,74,Female,No answer,Has difficulty,425,0,400
20160908162192,27,Female,Full time,No difficulty,515,0,139
20160908162197,76,Male,No answer,No difficulty,510,0,290
20160908162201,55,Male,Full time,No difficulty,480,0,185
20160908162202,50,Female,Part time,No difficulty,589,0,405
20160908162214,27,Male,Full time,No difficulty,480,0,730
20160908162215,49,Female,Part time,No difficulty,540,0,90
20160908162216,45,Male,Full time,No difficulty,410,0,25
20160908162226,21,Male,Full time,No difficulty,660,0,748
20160908162233,69,Male,No answer,Has difficulty,170,0,810
20160908162236,61,Female,No answer,No difficulty,560,0,335
20160908162244,69,Male,No answer,Has difficulty,720,0,540
20160908162245,59,Female,Full time,No difficulty,540,0,510
20160908162251,54,Female,Full time,No difficulty,515,0,60
20160908162252,60,Male,No answer,Has difficulty,150,0,388
20160908162256,73,Female,No answer,No difficulty,510,0,275
20160908162258,55,Female,Full time,No difficulty,510,0,112
20160908162260,29,Female,Full time,No difficulty,540,0,225
20160908162262,57,Male,Full time,No difficulty,480,0,90
20160908162270,80,Male,No answer,No difficulty,570,0,850
20160908162272,33,Female,Full time,No difficulty,445,0,210
20160908162273,80,Male,Full time,No difficulty,340,0,165
20160908162276,63,Female,Full time,No difficulty,450,0,250
20160908162277,37,Male,Full time,No difficulty,523,0,584
20160908162278,78,Female,No answer,Has difficulty,698,0,192
20160908162279,51,Male,Full time,No difficulty,540,0,30
20160908162288,48,Female,Full time,No difficulty,585,0,320
20160908162290,47,Male,Full time,No difficulty,480,0,170
20160908162297,35,Male,Full time,No difficulty,420,0,235
20160908162301,80,Male,Full time,No difficulty,610,0,145
20160908162302,36,Male,Full time,No difficulty,570,0,322
20160908162304,19,Male,Full time,No difficulty,855,0,0
20160908162307,53,Male,Full time,No difficulty,570,0,135
20160908162315,50,Female,Full time,No difficulty,570,0,175
20160908162317,50,Male,Full time,No difficulty,540,0,188
20160908162321,79,Female,No answer,No difficulty,415,0,941
20160908162325,72,Male,Full time,No difficulty,450,0,170
20160908162330,50,Female,Full time,No difficulty,580,0,240
20160908162332,31,Male,Full time,No difficulty,465,0,270
20160908162334,53,Male,No answer,Has difficulty,678,0,720
20160908162342,59,Male,No answer,No difficulty,600,0,436
20160908162346,48,Male,Full time,No difficulty,405,0,325
20160908162364,79,Female,No answer,Has difficulty,510,0,832
20160908162365,75,Female,No answer,Has difficulty,510,0,385
20160908162367,26,Female,No answer,No difficulty,761,0,160
20160908162370,31,Male,Full time,No difficulty,570,0,523
20160908162372,37,Female,Full time,No difficulty,598,0,165
20160908162373,56,Male,Full time,No difficulty,230,0,60
20160908162374,28,Female,No answer,No difficulty,510,0,160
20160908162376,74,Female,No answer,No difficulty,540,0,365
20160908162387,53,Female,No answer,Has difficulty,290,0,563
20160908162389,38,Male,No answer,Has difficulty,780,0,610
20160908162391,23,Female,Full time,No difficulty,480,0,30
20160908162396,59,Male,No answer,No difficulty,750,0,222
20160908162398,35,Male,Full time,No difficulty,980,0,45
20160908162401,53,Female,No answer,No difficulty,570,0,340
20160908162403,85,Male,No answer,Has difficulty,540,0,585
20160908162404,47,Female,No answer,No difficulty,538,0,450
20160908162405,74,Female,No answer,Has difficulty,602,0,460
20160908162413,48,Male,Full time,No difficulty,495,0,195
20160908162415,65,Female,Part time,No difficulty,390,0,150
20160908162416,29,Male,Full time,No difficulty,573,0,210
20160908162418,73,Female,No answer,No difficulty,445,0,162
20160908162423,60,Female,No answer,No difficulty,585,0,300
20160908162430,31,Female,Full time,No difficulty,405,80,30
20160908162440,39,Male,Full time,No difficulty,536,0,69
20160908162441,70,Female,No answer,No difficulty,720,0,460
20160908162442,77,Female,No answer,No difficulty,525,0,509
20160908162443,54,Female,No answer,No difficulty,570,0,83
20160908162444,64,Female,No answer,No difficulty,685,0,105
20160908162446,51,Female,Full time,No difficulty,350,0,60
20160908162450,72,Male,Part time,No difficulty,510,0,550
20160908162454,56,Female,No answer,No difficulty,550,0,105
20160908162457,34,Male,Full time,No difficulty,420,0,233
20160908162463,68,Female,No answer,No difficulty,390,0,265
20160908162465,68,Male,Part time,No difficulty,660,0,175
20160908162466,52,Female,No answer,No difficulty,331,0,40
20160908162467,79,Female,No answer,No difficulty,360,0,832
20160908162471,25,Female,Full time,No difficulty,560,0,210
20160908162472,65,Male,No answer,Has difficulty,500,0,840
20160908162476,67,Female,No answer,Has difficulty,450,0,430
20160908162477,85,Male,No answer,Has difficulty,720,0,150
20160908162484,39,Male,Full time,No difficulty,365,0,60
20160908162485,57,Female,Full time,No difficulty,465,0,385
20160908162486,61,Female,Full time,No difficulty,420,0,471
20160908162487,26,Male,Full time,No difficulty,420,0,595
20160908162488,72,Male,No answer,Has difficulty,570,0,435
20160908162496,61,Female,Full time,No difficulty,460,0,180
20160908162497,45,Male,Full time,No difficulty,568,0,78
20160908162498,16,Male,No answer,No difficulty,465,0,440
20160908162504,41,Female,No answer,No difficulty,480,0,729
20160908162509,28,Male,Part time,No difficulty,820,0,90
20160908162518,75,Female,No answer,Has difficulty,645,0,512
20160908162522,47,Female,Full time,No difficulty,579,0,503
20160908162524,48,Female,Full time,No difficulty,420,0,30
20160908162527,33,Male,Full time,No difficulty,450,0,90
20160908162528,67,Male,Full time,No difficulty,420,0,200
20160908162531,40,Male,Full time,No difficulty,570,0,205
20160908162533,45,Male,Full time,No difficulty,385,0,30
20160908162534,80,Male,No answer,No difficulty,240,0,535
20160908162537,46,Female,Full time,No difficulty,690,0,385
20160908162538,29,Male,Full time,No difficulty,585,0,120
20160909160039,53,Female,Part time,No difficulty,440,0,195
20160909160071,50,Male,Full time,No difficulty,765,0,0
20160909160072,32,Male,Full time,No difficulty,510,0,175
20160909160153,61,Female,Full time,No difficulty,740,0,215
20160909160174,67,Male,No answer,No difficulty,349,0,0
20160909160538,69,Female,No answer,Has difficulty,300,0,885
20160909160540,50,Female,Full time,No difficulty,470,0,60
20160909160574,54,Female,Part time,No difficulty,660,0,210
20160909160580,41,Female,Part time,No difficulty,690,0,0
20160909160607,71,Male,No answer,No difficulty,690,0,540
20160909160614,55,Female,Full time,No difficulty,435,0,60
20160909160639,60,Female,Full time,No difficulty,475,0,247
20160909160684,85,Female,No answer,Has difficulty,570,0,699
20160909160709,63,Female,No answer,Has difficulty,665,0,360
20160909160726,50,Male,Full time,No difficulty,660,0,595
20160909160757,31,Female,Full time,No difficulty,640,0,255
20160909160765,42,Male,No answer,No difficulty,420,0,660
20160909160814,36,Male,Full time,No difficulty,690,0,240
20160909160823,54,Male,Full time,No difficulty,375,0,67
20160909160827,69,Male,No answer,No difficulty,584,0,671
20160909160834,20,Female,No answer,No difficulty,780,0,240
20160909160839,76,Female,No answer,No difficulty,450,0,555
20160909160859,63,Female,No answer,No difficulty,480,0,385
20160909160879,47,Male,Full time,No difficulty,450,0,515
20160909160886,62,Female,Full time,No difficulty,390,0,73
20160909160911,17,Female,No answer,No difficulty,480,235,80
20160909160945,72,Male,No answer,No difficulty,620,0,275
20160909160999,26,Female,Full time,No difficulty,770,0,360
20160909161008,31,Female,Full time,No difficulty,510,0,40
20160909161026,33,Female,Full time,No difficulty,600,0,120
20160909161030,24,Female,Full time,No difficulty,480,0,215
20160909161037,53,Male,No answer,Has difficulty,780,0,405
20160909161051,66,Male,No answer,Has difficulty,100,0,618
20160909161073,47,Male,Full time,No difficulty,540,0,740
20160909161089,54,Female,Full time,No difficulty,210,0,570
20160909161112,37,Female,Full time,No difficulty,465,0,140
20160909161147,32,Male,Full time,No difficulty,540,0,195
20160909161177,80,Female,No answer,No difficulty,420,0,465
20160909161188,15,Female,Part time,No difficulty,502,0,300
20160909161210,40,Female,Full time,Has difficulty,560,0,245
20160909161215,67,Male,No answer,No difficulty,570,0,513
20160909161228,73,Male,Full time,No difficulty,630,0,215
20160909161248,65,Female,Part time,No difficulty,600,0,240
20160909161301,47,Male,Full time,No difficulty,360,0,311
20160909161333,68,Male,No answer,No difficulty,335,0,355
20160909161341,39,Male,Full time,No difficulty,480,0,235
20160909161356,39,Female,Full time,No difficulty,600,30,0
20160909161393,27,Male,Full time,No difficulty,435,0,105
20160909161439,73,Male,No answer,Has difficulty,600,0,390
20160909161464,30,Female,Full time,No difficulty,600,0,180
20160909161500,44,Female,No answer,Has difficulty,1105,0,250
20160909161504,38,Male,Full time,No difficulty,365,0,0
20160909161506,61,Female,No answer,Has difficulty,696,0,345
20160909161512,66,Female,No answer,No difficulty,446,0,430
20160909161538,67,Male,No answer,No difficulty,360,0,800
20160909161547,35,Male,Full time,No difficulty,540,0,80
20160909161567,69,Male,No answer,No difficulty,540,0,565
20160909161592,85,Female,No answer,No difficulty,420,0,170
20160909161596,40,Female,Full time,No difficulty,440,0,224
20160909161644,80,Female,No answer,No difficulty,575,0,255
20160909161669,15,Male,No answer,No difficulty,715,425,70
20160909161671,44,Male,Full time,No difficulty,878,0,150
20160909161680,80,Female,No answer,Has difficulty,630,0,470
